Timestamp;Capacidad disponible;Capacidad utilizada;% Memoria utilizada;;;
166;10405384;895792;7.926537911;;;
167;10405384;895792;7.926537911;;;
168;10405384;895792;7.926537911;;;
169;10405384;895792;7.926537911;;;
170;10405384;895792;7.926537911;;;
171;10405384;895792;7.926537911;;;
172;10405384;895792;7.926537911;;;
173;10405384;895792;7.926537911;;;
174;10405384;895792;7.926537911;;;
175;10405384;895792;7.926537911;;;
176;10405384;895792;7.926537911;;;
177;10405384;895792;7.926537911;;;
178;10405524;895652;7.925299102;;;
179;10405524;895652;7.925299102;;;
180;10405508;895668;7.92544068;;;
181;10405508;895668;7.92544068;;;
182;10405508;895668;7.92544068;;;
183;10405508;895668;7.92544068;;;
184;10405392;895784;7.926467122;;;
185;10405392;895784;7.926467122;;;
186;10405408;895768;7.926325543;;;
187;10405408;895768;7.926325543;;;
188;10405144;896032;7.928661584;;;
189;10405144;896032;7.928661584;;;
190;10405144;896032;7.928661584;;;
191;10405144;896032;7.928661584;;;
192;10405144;896032;7.928661584;;;
193;10405144;896032;7.928661584;;;
194;10405144;896032;7.928661584;;;
195;10405144;896032;7.928661584;;;
196;10405144;896032;7.928661584;;;
197;10405144;896032;7.928661584;;;
198;10405144;896032;7.928661584;;;
199;10405144;896032;7.928661584;;;
200;10405144;896032;7.928661584;;;
201;10405144;896032;7.928661584;;;
202;10405144;896032;7.928661584;;;
203;10405144;896032;7.928661584;;;
204;10405144;896032;7.928661584;;;
205;10405144;896032;7.928661584;;;
206;10405136;896040;7.928732373;;;
207;10405136;896040;7.928732373;;;
208;10405136;896040;7.928732373;;;
209;10405136;896040;7.928732373;;;
210;10405136;896040;7.928732373;;;
211;10405136;896040;7.928732373;;;
212;10405136;896040;7.928732373;;;
213;10405136;896040;7.928732373;;;
214;10405136;896040;7.928732373;;;
215;10405136;896040;7.928732373;;;
216;10405152;896024;7.928590794;;;
217;10405152;896024;7.928590794;;;
218;10405152;896024;7.928590794;;;
219;10405152;896024;7.928590794;;;
220;10405152;896024;7.928590794;;;
221;10405144;896032;7.928661584;;;
222;10405144;896032;7.928661584;;;
223;10405144;896032;7.928661584;;;
224;10404884;896292;7.930962229;;;
225;10404884;896292;7.930962229;;;
226;10405056;896120;7.929440264;;;
227;10405020;896156;7.929758814;;;
228;10405020;896156;7.929758814;;;
229;10405020;896156;7.929758814;;;
230;10405020;896156;7.929758814;;;
231;10405020;896156;7.929758814;;;
232;10405020;896156;7.929758814;;;
233;10405020;896156;7.929758814;;;
